1.285,33.555,-135.148,-160.000,6.200,0.027,-16.681,11.089,105.951,-138.094,1.820,-0.007
0.597,33.949,-138.207,-160.000,6.119,0.024,-17.416,11.792,102.237,-132.168,1.729,-0.008
0.038,34.042,-140.828,-160.000,6.034,0.020,-18.045,12.354,98.927,-126.457,1.637,-0.009
-0.404,33.940,-143.085,-160.000,5.944,0.015,-18.576,12.872,95.930,-120.838,1.546,-0.008
-0.745,33.695,-145.032,-160.000,5.849,0.008,-19.018,13.389,93.179,-115.221,1.455,-0.005
-1.012,33.359,-146.743,-160.000,5.749,0.001,-19.374,13.913,90.645,-109.581,1.362,-0.001
-1.234,32.968,-148.276,-160.000,5.648,-0.002,-19.649,14.428,88.307,-103.891,1.268,0.004
-8.238,25.831,-61.800,-160.000,5.007,-0.002,-20.448,12.658,6.697,-160.000,2.514,0.007
-7.922,26.523,-67.470,-160.000,4.895,-0.007,-20.021,11.838,3.963,-158.102,2.385,0.010
-7.678,26.727,-72.340,-160.000,4.796,0.015,-19.617,10.981,1.686,-151.382,2.257,0.013
-7.329,26.580,-76.306,-160.000,4.686,0.028,-19.167,10.190,-0.297,-144.656,2.127,0.015
-6.981,26.204,-79.700,-160.000,4.573,0.050,-18.686,9.451,-2.036,-137.879,1.996,0.016
-6.437,25.778,-82.458,-160.000,4.444,0.047,-18.121,8.774,-3.468,-131.192,1.862,0.017
-5.881,25.287,-84.943,-160.000,4.309,0.047,-17.519,8.137,-4.696,-124.455,1.726,0.017
-5.285,24.761,-87.107,-155.332,4.174,0.052,-16.872,7.541,-5.707,-117.702,1.590,0.018
-4.614,24.305,-88.736,-147.855,4.032,0.044,-16.208,6.984,-6.378,-111.182,1.452,0.018
-4.022,23.856,-90.039,-140.433,3.888,0.036,-15.609,6.460,-6.809,-104.747,1.315,0.018
-7.297,3.823,-33.631,-19.397,3.139,0.028,-22.545,2.914,32.335,-69.704,3.118,0.019
-7.375,4.198,-35.551,-16.738,3.086,0.025,-22.721,3.658,29.360,-65.013,3.047,0.018
-7.326,4.005,-36.852,-14.225,3.024,0.023,-22.873,4.287,26.707,-60.397,2.974,0.017
-7.162,3.440,-37.599,-11.977,2.958,0.022,-22.993,4.845,24.365,-55.950,2.900,0.016
-6.932,2.711,-37.842,-10.052,2.889,0.022,-23.078,5.365,22.317,-51.717,2.827,0.014
-6.250,2.026,-37.393,-8.540,2.645,-0.055,-23.061,5.843,20.628,-47.921,2.763,0.015
-5.628,0.450,-37.139,-3.988,2.250,-0.083,-23.077,6.274,19.016,-44.138,2.698,0.017
-6.117,1.549,-35.785,-3.681,2.133,0.090,-23.218,6.813,17.722,-40.618,2.635,0.017
-5.592,0.621,-34.447,-5.153,2.226,0.071,-23.164,7.189,16.486,-37.205,2.574,0.017
-5.100,0.094,-33.303,-5.662,2.258,0.059,-23.054,7.541,15.279,-33.786,2.512,0.017
-3.284,-6.098,12.370,-7.316,1.400,-0.080,-24.148,9.509,-25.011,9.516,4.463,0.016
-2.193,-3.221,9.409,2.260,1.182,-0.052,-21.585,4.697,-21.143,2.869,4.449,0.003
-1.282,-1.754,8.030,6.358,1.004,-0.041,-19.881,2.374,-18.697,0.053,4.409,-0.003
-0.916,-0.932,7.546,7.231,1.100,0.047,-17.993,-1.409,-17.037,-0.156,3.929,-0.088
-0.335,-0.750,7.142,6.918,1.209,0.029,-17.301,-1.154,-15.681,-0.730,4.047,-0.058
0.081,-0.712,6.748,7.186,1.252,0.017,-16.842,-2.027,-14.508,-0.580,4.037,0.019
0.691,-0.239,6.356,7.732,1.098,0.011,-16.090,-2.016,-13.426,-1.019,4.092,0.008
1.163,0.017,6.121,7.743,0.958,0.007,-15.649,-2.677,-12.473,-0.626,4.040,0.056
1.802,0.001,5.962,7.807,0.914,-0.053,-15.202,-2.918,-11.540,-0.303,3.986,0.093
2.188,-0.310,5.860,7.195,1.019,-0.036,-13.830,-1.940,-10.697,0.137,3.749,-0.073
5.873,14.993,-40.755,-67.559,0.252,-0.021,-22.625,11.204,72.829,71.891,4.751,-0.051
7.961,6.880,-50.846,-35.897,0.400,0.322,-19.399,1.237,76.263,47.983,5.313,-0.105
11.036,0.308,-54.600,-21.916,0.451,-0.057,-17.275,0.304,74.876,35.057,5.025,-0.160
10.989,2.442,-55.074,-13.988,0.218,-0.012,-16.302,0.893,71.776,28.801,4.723,-0.175
10.605,2.998,-53.984,-10.734,0.029,0.019,-16.875,2.095,68.331,27.534,5.068,0.213
10.727,3.032,-52.222,-9.425,-0.133,0.030,-15.808,0.619,64.944,23.943,4.741,0.112
10.755,3.095,-50.282,-8.777,-0.275,0.041,-15.043,0.454,61.142,21.812,4.420,0.047
10.558,2.977,-48.147,-8.250,-0.405,0.052,-14.502,0.076,58.183,24.715,5.607,-0.030
10.430,2.886,-45.914,-7.984,-0.519,0.061,-13.996,0.059,55.935,24.655,6.441,-0.076
10.460,2.823,-43.823,-7.801,-0.618,0.066,-13.447,0.382,53.199,20.732,6.021,-0.093
9.593,12.319,-21.117,15.941,-1.716,0.071,-23.860,6.906,31.668,24.433,5.791,-0.106
11.232,3.627,-17.013,5.213,-1.575,0.011,-22.116,-0.035,32.092,15.405,5.369,-0.208
11.691,2.077,-15.471,1.637,-1.485,0.019,-21.051,-0.544,29.967,12.214,4.948,-0.227
11.390,1.680,-14.709,0.469,-1.413,0.046,-22.065,1.629,27.651,13.791,5.530,0.391
12.036,1.344,-13.933,0.069,-1.349,0.050,-18.821,-3.174,26.595,13.264,6.109,-0.349
11.683,1.666,-13.407,-0.178,-1.286,0.076,-19.789,0.959,24.695,13.300,6.448,0.215
11.961,1.432,-12.832,-0.323,-1.224,0.083,-18.488,-0.788,23.099,10.165,5.955,0.111
12.099,1.522,-12.331,-0.340,-1.164,0.092,-17.477,-0.922,20.963,8.602,5.477,0.046
12.435,1.503,-11.689,-0.217,-1.108,0.094,-14.901,-3.238,19.595,10.043,6.075,-0.607
11.827,1.737,-11.117,-0.298,-1.051,0.115,-16.441,1.613,17.904,10.764,6.479,0.062
4.386,-1.408,-9.630,123.993,-2.159,0.118,-29.969,-1.905,-22.955,-83.180,5.968,-0.005
2.226,3.321,18.357,41.273,-1.409,0.102,-30.722,-0.524,-33.182,-40.627,5.191,-0.048
2.510,0.858,25.751,17.141,-1.082,0.063,-31.141,-2.785,-36.629,-23.097,6.126,-0.080
3.204,-0.212,27.516,9.774,-0.890,0.043,-30.785,-4.791,-37.212,-15.251,6.700,-0.095
3.963,-0.402,27.663,7.378,-0.743,0.034,-30.137,-5.766,-36.513,-11.731,7.048,-0.102
4.756,-0.332,27.280,6.540,-0.617,0.031,-29.252,-5.744,-35.290,-9.821,7.255,-0.108
5.477,-0.219,26.682,6.185,-0.503,0.031,-28.540,-4.462,-33.907,-8.522,7.312,0.018
6.619,-0.202,25.975,5.989,-0.396,0.025,-26.152,-3.361,-32.420,-6.986,6.641,-0.040
7.529,-0.072,25.276,5.761,-0.297,0.027,-23.957,-2.903,-30.739,-6.199,6.011,-0.088
8.256,0.076,24.535,5.552,-0.205,0.033,-21.955,-2.602,-29.075,-5.659,5.419,-0.123
3.186,-26.252,-16.834,160.000,-1.776,0.058,-29.704,-18.525,-128.604,-160.000,6.170,-0.125
-3.555,1.307,24.267,124.611,-0.908,0.177,-31.926,-5.744,-137.129,-120.524,7.905,-0.092
-4.892,2.459,51.866,45.365,-0.232,0.107,-33.949,3.922,-139.708,-80.349,7.874,0.756
-3.083,-0.812,60.383,21.179,0.037,0.031,-28.552,-13.198,-135.101,-60.653,7.679,-0.351
-1.706,-1.111,62.588,13.415,0.185,0.007,-25.780,-7.532,-129.628,-42.574,6.709,-0.302
-0.344,-1.619,63.116,10.494,0.294,0.000,-22.753,-6.502,-121.161,-34.471,5.840,-0.306
0.814,-1.770,62.742,9.323,0.388,0.007,-19.870,-5.997,-112.226,-29.757,5.047,-0.308
1.139,-1.810,61.449,8.821,0.478,0.032,-20.515,4.449,-104.369,-36.444,5.706,0.777
-0.037,-2.640,60.281,8.805,0.554,0.082,-24.122,-0.793,-81.101,-108.954,5.604,0.318
-1.968,-2.925,56.115,10.805,0.623,0.112,-28.943,-3.682,-71.412,-146.990,5.719,0.153
-5.496,-0.701,-12.174,19.901,-0.577,0.116,-24.080,0.096,78.103,-35.375,6.118,0.062
-6.161,-1.303,-10.593,4.411,-0.426,0.057,-26.957,0.911,78.778,-49.881,6.213,0.010
-6.470,-1.812,-12.427,-1.797,-0.346,0.007,-28.976,1.882,77.191,-57.230,6.258,-0.021
-6.622,-1.972,-15.259,-4.666,-0.300,-0.034,-30.459,2.979,74.542,-60.453,6.274,-0.038
-6.653,-1.936,-18.217,-6.308,-0.273,-0.068,-31.578,4.133,71.440,-61.299,6.274,-0.047
-6.580,-1.811,-20.987,-7.470,-0.259,-0.096,-32.435,5.293,68.210,-60.797,6.265,-0.052
-6.400,-1.652,-23.470,-8.416,-0.255,-0.120,-33.062,6.502,64.929,-59.335,6.243,-0.058
-6.144,-1.486,-25.627,-9.238,-0.258,-0.140,-33.536,7.650,61.797,-57.512,6.219,-0.063
-5.829,-1.323,-27.468,-9.957,-0.269,-0.155,-33.900,8.715,58.888,-55.618,6.197,-0.065
-5.489,-1.174,-29.007,-10.569,-0.285,-0.165,-34.226,9.611,56.377,-54.148,6.190,-0.059
-0.612,-1.401,8.927,-24.696,-0.665,-0.173,-37.895,-4.080,-103.907,-136.904,6.212,-0.055
-0.577,-0.491,6.672,-13.502,-0.660,-0.128,-37.575,-4.690,-101.342,-135.047,6.132,-0.053
-0.580,-0.040,6.251,-7.856,-0.621,-0.101,-37.409,-5.129,-98.815,-133.207,6.055,-0.054
-0.581,0.155,6.621,-4.825,-0.567,-0.083,-37.315,-5.450,-96.397,-131.318,5.979,-0.055
-0.569,0.220,7.316,-3.061,-0.506,-0.072,-37.246,-5.736,-94.074,-129.380,5.903,-0.057
-0.605,0.213,8.135,-1.914,-0.442,-0.062,-37.354,-6.075,-91.428,-128.510,5.863,-0.053
-0.618,0.183,8.915,-1.059,-0.377,-0.056,-37.431,-6.349,-88.994,-127.231,5.813,-0.052
-0.624,0.146,9.643,-0.380,-0.312,-0.051,-37.512,-6.719,-86.654,-125.885,5.767,-0.048
-0.612,0.119,10.298,0.190,-0.249,-0.048,-37.576,-7.006,-84.474,-124.254,5.714,-0.045
-0.582,0.093,10.888,0.684,-0.187,-0.046,-37.620,-7.271,-82.351,-122.510,5.658,-0.045
-2.916,2.914,24.817,-65.065,0.079,-0.044,-36.785,2.363,34.813,-29.273,6.025,-0.039
-0.112,-1.087,10.791,-32.994,0.006,-0.102,-35.393,1.879,31.212,-26.606,6.015,-0.035
1.204,-1.265,2.935,-16.633,-0.009,-0.098,-34.580,1.951,29.114,-25.126,6.012,-0.030
2.013,-0.767,-1.780,-8.273,0.002,-0.084,-34.043,2.169,27.840,-24.288,6.014,-0.025
2.621,-0.302,-4.821,-4.032,0.023,-0.072,-33.616,2.439,27.296,-24.326,6.017,-0.024
3.120,0.044,-6.964,-1.943,0.045,-0.063,-33.283,2.737,26.890,-24.325,6.021,-0.023
3.547,0.286,-8.581,-0.984,0.066,-0.056,-33.019,3.023,26.582,-24.320,6.023,-0.022
3.928,0.457,-9.875,-0.610,0.082,-0.049,-32.788,3.326,26.347,-24.322,6.024,-0.022
4.272,0.580,-10.955,-0.534,0.095,-0.043,-32.577,3.635,26.182,-24.367,6.025,-0.022
4.575,0.667,-11.879,-0.597,0.103,-0.038,-32.383,3.912,26.221,-24.744,6.027,-0.021
2.286,0.863,-0.034,-15.838,0.312,-0.032,-27.569,-0.642,-32.232,-73.201,5.926,-0.020
2.538,0.370,-2.404,-7.385,0.275,-0.030,-27.444,-0.865,-31.339,-71.944,5.886,-0.020
2.546,0.389,-3.434,-2.776,0.252,-0.022,-27.449,-0.958,-30.244,-70.923,5.849,-0.021
2.477,0.461,-3.788,-0.219,0.237,-0.015,-27.513,-1.008,-29.023,-70.105,5.815,-0.022
2.377,0.498,-3.806,1.235,0.227,-0.010,-27.623,-1.084,-27.684,-69.559,5.787,-0.020
2.271,0.506,-3.680,2.089,0.219,-0.008,-27.754,-1.127,-26.415,-68.919,5.760,-0.018
2.169,0.494,-3.492,2.610,0.213,-0.007,-27.894,-1.151,-25.200,-68.219,5.733,-0.016
2.075,0.471,-3.289,2.940,0.207,-0.007,-28.037,-1.155,-24.044,-67.448,5.706,-0.015
1.992,0.444,-3.091,3.159,0.202,-0.007,-28.179,-1.146,-22.944,-66.604,5.679,-0.014
1.920,0.415,-2.906,3.309,0.197,-0.008,-28.318,-1.132,-21.886,-65.706,5.652,-0.013
2.363,2.056,17.654,-45.252,0.336,-0.009,-28.220,1.979,19.762,-26.012,5.887,-0.012
3.918,-0.453,7.441,-20.858,0.274,-0.040,-27.342,1.493,18.214,-25.150,5.876,-0.012
4.466,-0.500,1.618,-8.015,0.240,-0.030,-26.920,1.425,17.579,-24.917,5.871,-0.012
4.665,-0.155,-1.898,-1.309,0.220,-0.016,-26.726,1.502,17.423,-25.013,5.869,-0.012
4.728,0.149,-4.164,2.109,0.205,-0.006,-26.653,1.640,17.512,-25.260,5.869,-0.011
4.731,0.348,-5.737,3.763,0.193,0.001,-26.647,1.807,17.724,-25.565,5.869,-0.011
4.706,0.466,-6.914,4.475,0.180,0.005,-26.681,1.990,17.993,-25.874,5.869,-0.010
4.667,0.531,-7.855,4.689,0.167,0.007,-26.736,2.179,18.289,-26.174,5.868,-0.009
4.618,0.564,-8.649,4.643,0.152,0.008,-26.807,2.371,18.596,-26.466,5.868,-0.007
4.559,0.570,-9.335,4.482,0.136,0.009,-26.869,2.582,19.187,-27.318,5.875,-0.008
3.852,1.389,20.948,-17.892,0.243,0.009,-26.048,0.283,-13.757,-53.405,5.855,-0.009
