-0.995,-0.105,0.000,0.000,0.000,-0.089,-0.103,-0.275,1.133,-0.700,0.069,-0.054,0.019,-0.279,1.143,-0.708,0.056,-0.087,0.666,0.227,0.225,0.108,0.402,-0.102,0.579,0.053,-0.028,0.338,0.399,-0.286,-0.440,-0.477,0.008,-0.153,-0.003,0.993,0.134,-1.080,2.167,-1.761,-5.000,-1.324,-0.070,-1.485,1.680,-0.881,-3.263
-0.995,0.105,0.000,0.000,0.000,-0.090,-0.088,-0.268,1.127,-0.693,0.075,-0.055,0.033,-0.278,1.133,-0.693,0.063,-0.015,0.783,0.397,-0.573,0.537,0.264,-0.071,0.674,0.044,-0.740,0.968,0.532,-0.319,-0.332,-0.663,0.002,-0.160,-0.014,0.909,-0.021,-0.594,1.678,-1.515,-5.000,-1.271,-0.120,-1.825,1.636,-0.254,-3.799
-0.951,0.309,0.000,0.000,0.000,-0.089,-0.070,-0.258,1.108,-0.678,0.079,-0.061,0.038,-0.289,1.087,-0.652,0.133,0.289,0.900,0.643,-1.123,0.785,0.188,-0.032,0.336,-0.620,-0.337,1.534,-0.098,-0.332,-0.208,-1.007,-0.003,-0.165,-0.027,0.943,-0.019,-0.254,1.099,-1.524,-5.000,-1.149,-0.504,-2.241,1.489,-1.063,-3.424
-0.866,0.500,0.000,0.000,0.000,-0.086,-0.058,-0.243,1.077,-0.658,0.084,-0.062,0.027,-0.304,1.076,-0.614,0.122,0.097,0.570,0.822,-1.755,1.171,0.276,-0.067,-0.734,-0.720,-0.875,2.170,-0.702,-0.397,-0.257,-0.553,-0.008,-0.171,-0.042,0.327,-0.379,0.006,1.062,-1.924,-5.000,-0.665,-0.739,-2.652,1.093,-3.423,-2.582
-0.743,0.669,0.000,0.000,0.000,-0.083,-0.043,-0.226,1.035,-0.631,0.090,-0.062,0.003,-0.326,1.010,-0.549,0.040,0.238,0.706,0.947,-2.306,1.438,0.144,0.663,-2.658,-0.998,-3.447,1.932,-31.304,-0.408,-0.161,-0.639,-0.014,-0.174,-0.056,0.168,-0.250,0.063,0.846,-3.197,-5.000,-0.342,-0.829,-2.875,0.765,-5.000,-0.584
-0.588,0.809,0.000,0.000,0.000,-0.075,-0.034,-0.215,0.985,-0.595,0.095,-0.058,-0.004,-0.335,0.962,-0.458,0.069,0.556,0.266,0.279,-2.610,1.982,0.151,0.382,-0.433,-0.294,-2.398,2.441,1.014,-0.593,0.232,-0.406,-0.021,-0.174,-0.069,0.338,-0.568,-0.484,0.551,-5.000,-4.949,-0.046,-0.638,-2.514,1.035,-5.000,0.878
-0.407,0.914,0.000,0.000,0.000,-0.061,-0.029,-0.212,0.927,-0.551,0.095,-0.047,-0.001,-0.329,0.895,-0.406,0.081,0.645,0.208,0.004,-3.018,2.308,0.005,0.529,0.130,0.201,-3.514,2.704,0.511,-0.700,0.582,-0.274,-0.034,-0.166,-0.074,0.452,-0.284,-0.790,0.329,-5.000,-3.194,-0.073,-0.239,-1.891,1.438,-4.045,3.251
-0.208,0.978,0.000,0.000,0.000,-0.050,-0.023,-0.225,0.870,-0.502,0.095,-0.037,-0.010,-0.354,0.845,-0.388,0.149,0.551,0.287,-0.763,-2.874,2.458,0.015,0.658,-0.908,-1.451,-2.265,0.396,-4.024,-0.585,1.139,-0.353,-0.046,-0.147,-0.081,0.663,-0.144,-1.337,0.105,-5.000,-2.007,0.053,-0.228,-2.116,2.297,-2.142,5.000
-0.000,1.000,0.000,0.000,0.000,-0.041,-0.014,-0.238,0.811,-0.454,0.095,-0.032,-0.002,-0.383,0.826,-0.375,0.299,0.445,0.433,-0.530,-3.009,2.394,-0.006,0.265,0.201,-1.150,-1.130,0.450,10.202,-0.490,1.134,-0.485,-0.055,-0.124,-0.092,0.680,0.069,-1.449,0.146,-5.000,-0.452,0.039,0.087,-1.972,3.019,-1.342,5.000
0.208,0.978,0.000,0.000,0.000,-0.035,-0.006,-0.244,0.749,-0.407,0.096,-0.029,0.001,-0.399,0.828,-0.347,0.466,0.234,0.409,-0.285,-3.171,2.391,0.060,0.155,0.157,-0.496,-0.047,1.601,8.972,-0.340,1.028,-0.421,-0.061,-0.105,-0.103,0.476,0.128,-1.470,0.105,-5.000,-0.300,0.018,0.070,-1.722,3.441,-0.700,5.000
0.407,0.914,0.000,0.000,0.000,-0.034,0.003,-0.245,0.683,-0.359,0.099,-0.025,0.001,-0.392,0.845,-0.331,0.497,0.009,0.463,-0.022,-3.356,2.386,0.095,0.180,0.057,0.603,0.766,0.964,-0.017,-0.162,0.923,-0.435,-0.065,-0.085,-0.111,0.180,0.326,-1.467,0.139,-3.287,-0.029,0.117,0.059,-1.216,3.793,-0.838,5.000
0.588,0.809,0.000,0.000,0.000,-0.036,0.012,-0.242,0.615,-0.312,0.101,-0.021,0.004,-0.367,0.859,-0.304,0.490,-0.133,0.475,0.069,-3.384,2.350,0.121,0.202,0.184,1.367,0.788,1.542,-0.350,-0.039,0.910,-0.461,-0.066,-0.067,-0.122,0.070,0.308,-1.247,0.137,-0.913,0.416,0.177,0.120,-0.882,3.804,-0.587,5.000
0.743,0.669,0.000,0.000,0.000,-0.041,0.020,-0.234,0.546,-0.267,0.105,-0.016,0.002,-0.331,0.879,-0.282,0.484,-0.285,0.372,0.456,-3.409,2.209,0.136,0.255,-0.051,1.759,0.984,1.114,-0.228,0.099,0.734,-0.403,-0.065,-0.052,-0.132,0.009,0.052,-0.590,0.196,2.046,0.843,0.236,0.030,-0.801,3.914,-0.814,5.000
0.866,0.500,0.000,0.000,0.000,-0.047,0.029,-0.219,0.480,-0.226,0.109,-0.010,-0.001,-0.296,0.896,-0.277,0.479,-0.339,0.494,0.797,-3.187,1.936,0.147,0.389,-0.134,1.588,0.823,0.184,-0.235,0.161,0.479,-0.510,-0.061,-0.041,-0.142,-0.031,0.099,-0.077,0.340,5.000,1.254,0.274,-0.037,-0.849,3.866,-1.245,4.538
0.951,0.309,0.000,0.000,0.000,-0.054,0.038,-0.203,0.418,-0.188,0.111,-0.002,-0.001,-0.266,0.879,-0.269,0.476,-0.392,0.427,0.757,-2.970,1.813,0.150,0.333,-0.007,1.131,-0.636,0.195,-0.184,0.199,0.398,-0.488,-0.057,-0.033,-0.152,0.008,0.031,-0.076,0.237,5.000,1.671,0.171,0.001,-0.861,3.186,-1.197,4.287
0.995,0.105,0.000,0.000,0.000,-0.061,0.045,-0.184,0.363,-0.156,0.114,0.009,-0.011,-0.239,0.850,-0.295,0.465,-0.356,0.330,0.982,-2.526,1.480,0.231,0.595,-0.389,1.134,-1.180,-1.454,-0.538,0.190,0.110,-0.374,-0.053,-0.029,-0.161,-0.115,-0.015,0.234,0.281,5.000,1.219,0.441,-0.164,-0.776,2.870,-1.923,2.554
0.995,-0.105,0.000,0.000,0.000,-0.070,0.054,-0.160,0.314,-0.129,0.118,0.021,-0.015,-0.213,0.798,-0.330,0.401,-0.526,0.448,1.169,-2.332,1.276,0.159,0.586,-0.273,0.946,-2.044,-1.837,-5.344,0.311,-0.134,-0.461,-0.048,-0.032,-0.170,-0.431,0.215,0.296,0.108,5.000,0.634,0.522,-0.101,-0.672,2.257,-2.168,0.801
0.951,-0.309,0.000,0.000,0.000,-0.080,0.063,-0.139,0.272,-0.106,0.121,0.036,-0.026,-0.186,0.711,-0.375,0.269,-0.587,0.508,0.867,-1.856,1.070,0.158,0.706,-0.573,0.830,-3.321,-2.244,-9.373,0.337,-0.179,-0.482,-0.041,-0.035,-0.178,-0.346,0.392,0.028,0.005,5.000,1.127,0.558,-0.268,-0.443,1.306,-2.471,-0.987
0.866,-0.500,0.000,0.000,0.000,-0.093,0.076,-0.118,0.236,-0.087,0.125,0.050,-0.050,-0.149,0.593,-0.399,0.115,-0.744,0.742,0.885,-1.575,0.858,0.221,0.594,-1.012,1.073,-3.926,-0.880,-8.861,0.421,-0.340,-0.592,-0.033,-0.040,-0.188,-0.279,0.699,0.078,-0.172,5.000,1.484,0.545,-0.619,-0.031,0.332,-2.078,-2.194
0.743,-0.669,0.000,0.000,0.000,-0.095,0.095,-0.105,0.214,-0.075,0.126,0.074,-0.065,-0.122,0.462,-0.405,-0.057,0.005,1.087,0.312,-0.672,0.418,0.011,1.272,-0.285,-0.014,-3.455,-0.098,-4.529,-0.019,-0.312,-0.896,-0.028,-0.046,-0.205,-0.613,0.837,0.159,-0.046,4.781,1.746,0.484,-0.598,-0.312,-0.563,-2.009,-3.582
0.588,-0.809,0.000,0.000,0.000,-0.089,0.104,-0.112,0.215,-0.080,0.143,0.091,-0.054,-0.123,0.390,-0.363,0.024,0.350,1.264,0.251,-0.925,2.361,-3.096,0.758,1.050,-0.685,-0.487,7.875,-9.444,-0.138,0.029,-0.861,-0.028,-0.047,-0.225,-1.409,0.788,-0.199,1.281,4.019,3.215,0.452,-0.515,-0.873,-0.679,-3.278,-5.000
0.407,-0.914,0.000,0.000,0.000,-0.094,0.116,-0.162,0.302,-0.100,0.376,0.089,-0.046,-0.130,0.357,-0.132,0.154,-0.059,0.496,-2.433,3.837,2.662,15.947,-0.297,0.110,0.007,-1.456,7.885,15.906,-0.546,0.003,-0.186,-0.031,-0.050,-0.235,-1.726,-0.051,-1.105,3.597,1.430,5.000,-0.200,0.021,-0.967,-1.166,-4.933,-5.000
0.208,-0.978,0.000,0.000,0.000,-0.094,0.054,-0.207,0.426,-0.219,0.589,0.073,-0.035,-0.138,0.349,-0.177,0.421,0.063,-3.375,-1.645,6.421,-9.964,3.623,-0.374,0.240,-1.446,2.910,-0.793,6.178,-0.385,-0.131,0.118,-0.046,-0.050,-0.229,-1.846,-1.167,-0.616,4.898,0.831,3.777,-1.350,0.596,-1.432,-1.033,-5.000,-5.000
0.000,-1.000,0.000,0.000,0.000,-0.092,-0.017,-0.225,0.537,-0.233,0.502,0.056,-0.032,-0.159,0.394,-0.171,0.534,0.064,-4.507,-0.818,6.703,5.377,-23.052,-1.024,0.166,-0.491,0.352,5.085,3.763,-0.021,-0.415,-0.369,-0.051,-0.057,-0.234,-1.548,-1.752,-0.564,4.657,2.283,-3.583,-1.505,0.614,-1.681,-0.372,-5.000,-5.000
-0.208,-0.978,0.000,0.000,0.000,-0.088,-0.109,-0.223,0.608,-0.238,0.445,0.035,-0.023,-0.184,0.446,-0.194,0.608,-0.441,-3.744,0.914,2.472,1.549,18.418,-0.998,0.557,-0.976,2.156,-0.955,0.403,0.226,-0.213,-0.427,-0.044,-0.063,-0.242,-0.595,-2.353,-0.561,4.770,1.403,-5.000,-1.747,0.164,-1.833,-0.148,-5.000,-4.845
-0.407,-0.914,0.000,0.000,0.000,-0.079,-0.215,-0.206,0.712,-0.205,0.324,0.024,-0.008,-0.199,0.483,-0.209,0.565,0.844,-5.277,1.144,5.101,0.757,-28.344,-0.442,0.902,-0.717,1.688,-0.618,-3.452,0.347,-0.300,-0.652,-0.036,-0.070,-0.254,0.207,-2.689,-0.042,5.000,-0.108,-5.000,-2.068,0.389,-1.656,0.281,-5.000,-4.514
-0.588,-0.809,0.000,0.000,0.000,-0.061,-0.251,-0.189,0.808,-0.180,0.092,0.027,0.008,-0.212,0.501,-0.212,0.400,1.803,-3.177,0.038,5.715,0.467,-39.602,0.597,0.482,-0.553,0.304,0.190,-11.383,0.277,-0.175,-0.948,-0.028,-0.078,-0.274,0.622,-1.475,-0.410,5.000,-0.658,-5.000,-1.954,-0.074,-1.424,0.607,-5.000,-1.990
-0.743,-0.669,0.000,0.000,0.000,-0.031,-0.221,-0.182,0.837,-0.214,-0.122,0.039,0.008,-0.229,0.472,-0.187,0.072,1.645,1.097,-0.633,2.281,-2.241,-20.834,0.150,-0.278,-1.195,-2.187,-0.792,-13.561,0.338,0.483,-0.865,-0.022,-0.073,-0.291,0.961,-0.122,-0.747,3.929,-1.848,-5.000,-1.880,-0.307,-1.738,0.660,-5.000,-0.819
-0.866,-0.500,0.000,0.000,0.000,-0.007,-0.160,-0.159,0.803,-0.302,-0.310,0.022,0.018,-0.268,0.490,-0.151,-0.016,1.357,2.175,0.781,-0.503,-11.328,-8.465,-0.967,0.442,-2.367,2.504,-0.975,0.537,0.668,0.527,-0.779,-0.009,-0.062,-0.307,1.169,0.522,-0.334,2.699,-1.863,-5.000,-1.518,-0.151,-1.373,0.787,-5.000,-0.494
-0.951,-0.309,0.000,0.000,0.000,0.022,-0.081,-0.138,0.731,-0.422,-0.480,0.007,0.022,-0.301,0.526,-0.164,-0.007,1.410,3.600,0.379,-1.724,-8.901,-5.328,-0.590,-0.121,-1.468,1.632,-0.559,0.430,0.250,0.189,-0.082,-0.000,-0.054,-0.313,0.633,1.111,-0.614,1.591,-2.336,-5.000,-1.012,-0.033,-1.118,1.125,-2.511,-0.019
-0.995,-0.105,0.000,0.000,0.000,0.046,-0.053,-0.111,0.652,-0.499,-0.498,-0.007,0.017,-0.323,0.554,-0.173,0.004,1.182,1.194,0.889,-2.565,-2.182,0.327,-0.669,-0.273,-1.088,1.319,-0.350,0.555,0.237,-0.061,0.247,0.004,-0.055,-0.308,0.462,0.274,0.052,1.345,-2.843,-5.000,-1.058,0.025,-1.658,0.736,-3.056,-1.786
-0.995,0.105,0.000,0.000,0.000,0.046,-0.033,-0.101,0.637,-0.462,-0.443,-0.024,0.013,-0.336,0.573,-0.177,0.017,-1.016,1.277,0.925,-1.261,5.709,8.042,-1.046,0.049,-0.077,0.589,-0.116,0.691,0.351,-0.262,0.286,0.007,-0.057,-0.303,0.401,-0.072,0.190,1.266,-2.916,-5.000,-0.870,0.067,-1.841,0.996,-2.382,-2.126
-0.951,0.309,0.000,0.000,0.000,0.004,-0.025,-0.080,0.591,-0.441,-0.139,-0.043,0.013,-0.335,0.571,-0.171,0.030,-2.023,0.306,1.238,-3.331,1.936,17.847,-0.644,0.008,-0.039,-0.427,0.556,0.590,0.238,-0.288,-0.004,0.015,-0.065,-0.302,-0.272,-0.037,0.024,0.558,-2.879,-5.000,-0.093,-0.250,-1.900,0.798,-2.219,-0.695
-0.866,0.500,0.000,0.000,0.000,-0.004,-0.029,-0.074,0.556,-0.437,-0.032,-0.041,0.012,-0.340,0.556,-0.154,0.038,0.821,-0.193,0.184,-0.904,-3.285,-10.154,0.333,0.076,-0.047,-1.086,1.000,0.291,-0.637,0.268,0.122,0.009,-0.063,-0.300,-0.284,-0.244,-0.078,0.607,-3.923,-4.399,0.183,-0.133,-1.842,0.756,-4.001,0.029
-0.743,0.669,0.000,0.000,0.000,-0.003,-0.024,-0.078,0.545,-0.415,-0.011,-0.039,0.015,-0.336,0.528,-0.131,0.047,0.020,0.238,0.018,-0.856,1.162,1.084,0.047,0.156,0.289,-1.528,1.187,0.451,-0.455,0.016,-0.201,-0.002,-0.062,-0.303,0.692,-0.291,-0.081,-0.090,-2.786,-4.201,-0.212,-0.088,-1.806,1.017,-2.436,0.626
-0.588,0.809,0.000,0.000,0.000,-0.001,-0.017,-0.083,0.528,-0.393,0.005,-0.036,0.015,-0.348,0.511,-0.136,0.081,0.123,0.353,-0.234,-0.954,1.130,0.635,0.405,-0.350,-0.676,-0.992,-0.427,-5.250,-0.374,0.247,-0.344,-0.009,-0.059,-0.308,0.897,-0.234,-0.443,-0.471,-1.805,-3.502,0.034,0.083,-1.944,1.598,-1.339,3.596
-0.407,0.914,0.000,0.000,0.000,-0.001,-0.010,-0.086,0.505,-0.371,0.015,-0.033,0.014,-0.365,0.501,-0.105,0.187,-0.022,0.336,-0.065,-1.243,1.087,0.324,0.261,-0.339,-0.736,-0.721,1.412,0.839,-0.245,0.274,-0.358,-0.015,-0.052,-0.316,0.580,-0.130,-0.529,-0.185,-3.363,-0.184,0.076,0.050,-1.901,1.772,-0.204,5.000
-0.208,0.978,0.000,0.000,0.000,-0.005,-0.003,-0.088,0.479,-0.348,0.021,-0.032,0.013,-0.389,0.532,-0.123,0.393,-0.119,0.353,-0.016,-1.424,1.151,0.275,0.162,-0.198,-0.247,-0.484,-0.731,12.290,-0.048,0.384,-0.368,-0.018,-0.047,-0.323,0.545,0.099,-0.808,-0.206,-2.939,-0.165,-0.002,0.063,-1.895,2.782,-0.871,5.000
-0.000,1.000,0.000,0.000,0.000,-0.007,0.003,-0.087,0.452,-0.327,0.026,-0.026,0.014,-0.402,0.593,-0.147,0.462,0.022,0.279,0.175,-1.443,1.071,0.184,0.518,0.025,0.467,0.982,-0.621,-0.244,-0.084,0.297,-0.268,-0.020,-0.042,-0.329,0.731,0.097,-0.771,-0.018,-3.864,0.969,0.087,0.123,-1.610,3.612,-0.777,5.000
0.208,0.978,0.000,0.000,0.000,-0.009,0.008,-0.090,0.425,-0.305,0.030,-0.019,0.012,-0.407,0.643,-0.128,0.468,-0.109,0.238,-0.217,-1.366,1.143,0.205,0.364,-0.162,0.123,1.435,1.238,0.418,-0.047,0.475,-0.246,-0.022,-0.034,-0.335,0.597,0.152,-0.803,0.034,-4.178,1.045,-0.031,-0.001,-1.694,3.490,-0.083,5.000
0.407,0.914,0.000,0.000,0.000,-0.013,0.010,-0.089,0.400,-0.286,0.034,-0.017,0.012,-0.390,0.687,-0.154,0.471,-0.226,0.068,0.069,-1.228,0.913,0.197,0.056,-0.013,1.180,1.911,-1.256,0.133,0.037,0.259,-0.086,-0.022,-0.028,-0.338,0.551,0.001,-0.482,0.245,-1.768,0.969,-0.176,0.031,-1.159,3.617,-1.095,4.428
0.588,0.809,0.000,0.000,0.000,-0.015,0.013,-0.084,0.378,-0.271,0.037,-0.015,0.016,-0.356,0.713,-0.195,0.468,-0.061,0.181,0.206,-0.922,0.665,0.162,0.128,0.232,1.617,1.442,-1.902,-0.198,-0.070,0.077,-0.159,-0.022,-0.025,-0.340,0.839,0.110,-0.109,0.536,1.818,1.518,-0.194,0.100,-0.932,3.359,-1.594,3.461
0.743,0.669,0.000,0.000,0.000,-0.015,0.016,-0.080,0.363,-0.261,0.040,-0.010,0.013,-0.316,0.719,-0.241,0.463,-0.029,0.126,0.192,-0.655,0.445,0.148,0.157,-0.075,1.718,0.614,-2.260,-0.303,-0.114,0.001,-0.124,-0.024,-0.024,-0.342,0.734,-0.035,-0.052,0.533,4.753,1.485,-0.087,-0.013,-0.755,3.000,-1.953,2.824
0.866,0.500,0.000,0.000,0.000,-0.017,0.019,-0.078,0.352,-0.252,0.042,-0.009,0.010,-0.286,0.716,-0.267,0.455,-0.166,0.192,0.053,-0.555,0.412,0.119,-0.013,-0.144,1.268,0.032,-1.145,-0.362,0.003,0.076,-0.172,-0.025,-0.024,-0.346,0.555,0.037,-0.170,0.389,5.000,1.798,-0.073,-0.035,-0.803,2.813,-1.635,2.106
